caseid,centre,bvisaL_cluster_connected_triangles,bvisaL_triangl_per_clust,bvisaL_srf_are_per_clust,bvisaL_total_srf_area,bvisaL_is_self_intersecting,bvisaL_is_watertight,bvisaL_is_edge_manifold,bvisaL_is_vertex_manifold,bvisaL_total_volume,bvisaL_holes_filled_volume,bvisaR_cluster_connected_triangles,bvisaR_triangl_per_clust,bvisaR_srf_are_per_clust,bvisaR_total_srf_area,bvisaR_is_self_intersecting,bvisaR_is_watertight,bvisaR_is_edge_manifold,bvisaR_is_vertex_manifold,bvisaR_total_volume,bvisaR_holes_filled_volume,LCS_lebel2inters,RCS_lebel2inters
sub-via387,DRCMR,5200,[5200],[3946.00708966],3946.0070896646607,False,True,True,True,1437.2589342811752,1437.2589342811789,4192,[4192],[3155.02715115],3155.0271511492897,False,True,True,True,1124.6412355721195,1124.6412355721177,"{3: 713, 24: 1265, 165: 114}","{24: 1130, 42: 449, 165: 77, 258: 1}"
sub-via044,DRCMR,3650,[3650],[2778.33781517],2778.3378151719116,False,True,True,True,986.463336006258,986.4633360062617,3860,[3860],[2945.08734844],2945.0873484371664,False,True,True,True,1051.7337158712517,1051.7337158712526,"{3: 467, 24: 993, 165: 2}","{24: 1071, 42: 477, 165: 3}"
sub-via353,DRCMR,4740,[4740],[3534.36295925],3534.36295924553,False,True,True,True,1297.8388532387744,1297.8388532387771,4344,[4344],[3271.49102089],3271.4910208875613,True,False,True,True,-1.0,-1.0,"{3: 307, 24: 1617, 165: 8}","{24: 1430, 42: 277, 165: 18, 258: 28}"
sub-via402,DRCMR,4284,[4284],[3158.64709137],3158.6470913676226,False,True,True,True,1164.0646460393518,1164.0646460393573,3648,[3648],[2725.84719102],2725.8471910222675,False,True,True,True,1007.8118116369965,1007.8118116369938,"{3: 467, 24: 1217, 165: 15}","{24: 1126, 42: 329, 165: 20}"
sub-via416,DRCMR,4348,[4348],[3278.78262399],3278.7826239859933,False,True,True,True,1233.5340407510057,1233.5340407510084,4228,[4228],[3220.63438093],3220.634380931513,False,True,True,True,1185.6215202738217,1185.6215202738204,"{3: 416, 24: 1368, 165: 1}","{24: 1275, 42: 443, 165: 13}"
sub-via004,DRCMR,4450,[4450],[3422.09786971],3422.097869705453,False,True,True,True,1254.3780587320807,1254.3780587320753,4014,[4014],[3096.11528893],3096.1152889294776,False,True,True,True,1130.3458166176665,1130.3458166176652,"{3: 320, 24: 1506, 165: 18}","{24: 1353, 42: 294, 165: 15}"
sub-via064,DRCMR,5380,[5380],[3989.18211542],3989.182115417368,False,True,True,True,1490.9022579672737,1490.9022579672728,4696,[4696],[3573.83965446],3573.8396544643,False,True,True,True,1333.6259411907713,1333.6259411907722,"{3: 498, 24: 1544, 165: 124, 258: 6}","{24: 1569, 42: 298, 165: 67, 258: 14}"
sub-via097,DRCMR,5164,[5164],[3844.16600763],3844.1660076314943,False,True,True,True,1390.9489543475975,1390.9489543475938,4406,[4406],[3345.63344393],3345.633443928291,False,True,True,True,1205.1522563775352,1205.152256377537,"{3: 775, 24: 1211, 165: 54}","{24: 1286, 42: 413, 165: 61, 258: 1}"
sub-via088,DRCMR,4386,[4386],[3249.13082189],3249.1308218943896,False,True,True,True,1188.4935923117155,1188.493592311719,3924,[3924],[2913.87935266],2913.8793526569298,False,True,True,True,1081.498932848921,1081.4989328489228,"{3: 370, 24: 1275, 165: 99, 258: 1}","{24: 1197, 42: 313, 165: 64}"
sub-via400,DRCMR,4704,[4704],[3542.78456971],3542.784569705008,False,True,True,True,1320.1198078066927,1320.119807806699,4454,[4454],[3399.09777811],3399.0977781114416,False,True,True,True,1278.1610592236757,1278.1610592236775,"{3: 560, 24: 1333, 165: 30}","{24: 1258, 42: 552, 165: 37}"
sub-via408,DRCMR,5026,[5026],[3775.49861465],3775.498614654507,True,False,True,True,-1.0,-1.0,4680,[4680],[3483.26689434],3483.2668943371664,False,True,True,True,1262.1159613019886,1262.1159613019877,"{3: 641, 24: 1210, 165: 113, 258: 11}","{24: 1283, 42: 485, 165: 75, 258: 2}"
sub-via504,DRCMR,4898,[4898],[3759.7176631],3759.7176631047387,False,True,True,True,1348.0290498523082,1348.0290498523063,5594,[5594],[4346.47617377],4346.476173769014,False,True,True,True,1617.0834208311317,1617.0834208311326,"{3: 883, 24: 1055, 165: 11, 258: 13}","{24: 1468, 42: 859, 165: 26}"
sub-via070,DRCMR,4562,[4562],[3375.98209367],3375.9820936668975,False,True,True,True,1214.802629644697,1214.8026296446997,4214,[4214],[3229.06630616],3229.0663061609653,False,True,True,True,1180.7108248664404,1180.710824866439,"{3: 403, 24: 1315, 165: 78, 258: 1}","{24: 1311, 42: 319, 165: 87}"
sub-via384,DRCMR,4944,[4944],[3640.86513208],3640.8651320783065,False,True,True,True,1317.9723217564624,1317.9723217564642,4408,[4408],[3270.30463038],3270.3046303758906,False,True,True,True,1172.5700761092048,1172.5700761092057,"{3: 523, 24: 1383, 165: 28, 258: 13}","{24: 1190, 42: 511, 165: 9}"
sub-via508,DRCMR,2214,[2214],[1630.42407923],1630.4240792297712,False,True,True,True,611.9489925639673,611.9489925639682,4316,[4316],[3302.65656062],3302.6565606212257,False,True,True,True,1230.95178385793,1230.9517838579322,"{3: 643, 24: 1167, 165: 96}","{24: 991, 42: 901, 165: 135, 258: 3}"
sub-via388,DRCMR,5324,[5324],[3995.32196268],3995.3219626844557,False,True,True,True,1462.949629754131,1462.9496297541327,5056,[5056],[3862.78903637],3862.7890363725464,False,True,True,True,1439.7407334878262,1439.7407334878312,"{3: 517, 24: 1393, 165: 197, 258: 31}","{24: 1363, 42: 640, 165: 105, 258: 4}"
sub-via410,DRCMR,4260,[4260],[3117.08148106],3117.0814810610636,False,True,True,True,1134.529784642019,1134.5297846420199,3854,[3854],[2895.98379692],2895.98379692416,False,True,True,True,1082.2255359781166,1082.225535978121,"{3: 319, 24: 1316, 165: 22, 258: 21}","{24: 1363, 42: 215, 165: 6}"
sub-via049,DRCMR,5228,[5228],[3942.7470364],3942.747036398971,False,True,True,True,1438.1773686291035,1438.177368629109,5028,[5028],[3804.13691745],3804.13691744608,False,True,True,True,1400.6870879451117,1400.6870879451128,"{2: 1, 3: 714, 24: 1384, 165: 18}","{24: 1545, 42: 505, 165: 1}"
sub-via091,DRCMR,4518,[4518],[3386.99443596],3386.994435958639,False,True,True,True,1218.9561088538394,1218.956108853843,4462,[4462],[3320.97718822],3320.9771882245054,False,True,True,True,1207.3927069418578,1207.3927069418655,"{3: 366, 24: 1258, 165: 169}","{24: 1218, 42: 474, 165: 158, 258: 13}"
sub-via411,DRCMR,5458,[5458],[4032.76607605],4032.766076050914,False,True,True,True,1437.3910106935964,1437.3910106935982,5198,[5198],[3878.31088513],3878.310885128675,False,True,True,True,1418.547686418472,1418.547686418473,"{3: 995, 24: 1115, 165: 25}","{24: 1268, 42: 819, 165: 21}"
sub-via385,DRCMR,4240,[4240],[3190.99039439],3190.9903943876407,False,True,True,True,1173.5753167886178,1173.5753167886132,4662,[4662],[3437.93194224],3437.931942236971,False,True,True,True,1284.3915706057273,1284.3915706057248,"{3: 783, 24: 926, 165: 3}","{24: 1396, 42: 471, 165: 2}"
sub-via077,DRCMR,4936,[4936],[3760.55261239],3760.5526123876175,False,True,True,True,1338.683364686909,1338.683364686909,4790,[4790],[3666.07499107],3666.074991071147,False,True,True,True,1339.1808126788915,1339.180812678892,"{3: 482, 24: 1481, 165: 6}","{24: 1116, 42: 832, 165: 9}"
sub-via039,DRCMR,4326,[4326],[3190.03011518],3190.0301151793915,False,True,True,True,1162.3085082031748,1162.3085082031712,4098,[4098],[3092.22933348],3092.2293334823603,False,True,True,True,1131.1582113995903,1131.1582113995908,"{3: 598, 24: 1075, 165: 54, 258: 2}","{24: 1100, 42: 514, 165: 70}"
sub-via083,DRCMR,4850,[4850],[3618.58567969],3618.5856796915405,False,True,True,True,1296.9139458820937,1296.9139458820932,4672,[4672],[3562.53652928],3562.536529277374,False,True,True,True,1277.0192689271107,1277.0192689271162,"{3: 766, 24: 1119, 165: 24, 258: 1}","{24: 1168, 42: 681, 165: 18, 258: 3}"
sub-via037,DRCMR,4672,[4672],[3482.44900264],3482.449002643284,False,True,True,True,1280.6127276522811,1280.6127276522802,4426,[4426],[3251.0724747],3251.072474695358,False,True,True,True,1198.5176180392154,1198.5176180392136,"{3: 467, 24: 1340, 165: 78, 258: 7}","{24: 1328, 42: 285, 165: 138, 258: 20}"
sub-via081,DRCMR,4392,[4392],[3294.250721],3294.2507209968758,False,True,True,True,1198.36671854576,1198.366718545767,3768,[3768],[2856.73148064],2856.7314806444733,False,True,True,True,1045.7254477461183,1045.7254477461229,"{3: 622, 24: 1083, 165: 45, 258: 9}","{24: 972, 42: 436, 165: 95, 258: 25}"
sub-via134,DRCMR,5720,[5720],[4178.79962445],4178.799624453721,False,True,True,True,1546.1341996594465,1546.1341996594447,5220,[5220],[3931.50568031],3931.505680308561,False,True,True,True,1446.7150162752941,1446.715016275295,"{3: 679, 24: 1552, 165: 36}","{24: 1443, 42: 657, 165: 20, 258: 10}"
sub-via020,DRCMR,3688,[3688],[2782.79257979],2782.7925797865105,False,True,True,True,991.855804149187,991.8558041491888,4172,[4172],[3160.70295155],3160.7029515491836,False,True,True,True,1142.8143280683553,1142.8143280683566,"{3: 260, 24: 1094, 165: 88, 258: 14}","{24: 1104, 42: 436, 165: 106, 258: 30}"
sub-via068,DRCMR,5864,[5864],[4454.8756444],4454.875644402844,True,False,True,True,-1.0,-1.0,6082,[6082],[4603.40094457],4603.400944570403,False,True,True,True,1696.6891462852254,1696.6891462852295,"{3: 1112, 24: 1248, 77: 1, 165: 20}","{24: 1416, 42: 1004, 165: 86, 258: 2}"
sub-via100,DRCMR,4472,[4472],[3231.52381357],3231.523813572367,False,True,True,True,1189.5989290214447,1189.5989290214384,4242,[4242],[3100.50085382],3100.5008538208917,False,True,True,True,1135.7658135304519,1135.765813530451,"{3: 665, 24: 1053, 165: 23, 258: 4}","{24: 1171, 42: 452, 165: 39, 258: 12}"
sub-via478,DRCMR,4046,[4046],[3051.42618874],3051.426188737177,False,True,True,True,1127.2679136508114,1127.2679136508095,4526,[4526],[3373.59655802],3373.5965580182624,False,True,True,True,1248.1589887909313,1248.158988790925,"{3: 805, 24: 825, 165: 32, 258: 6}","{24: 1057, 42: 808, 165: 11}"
sub-via109,DRCMR,4678,[4678],[3565.35953049],3565.3595304897785,False,True,True,True,1291.1249580845379,1291.1249580845297,4184,[4184],[3134.5864715],3134.586471498883,False,True,True,True,1178.0048727274102,1178.004872727411,"{3: 693, 24: 1188, 165: 9}","{24: 1245, 42: 477, 165: 3}"
sub-via344,DRCMR,5508,[5508],[4118.07717032],4118.077170321181,False,True,True,True,1505.9649688389045,1505.964968838909,5316,[5316],[4078.11225316],4078.1122531574847,False,True,True,True,1509.3789908650579,1509.3789908650551,"{3: 588, 24: 1580, 165: 26}","{24: 1648, 42: 456, 165: 85}"
sub-via249,DRCMR,4360,[4360],[3145.92718359],3145.9271835877985,True,False,True,True,-1.0,-1.0,4604,[4604],[3395.0231045],3395.0231045024384,False,True,True,True,1215.3561367885957,1215.356136788597,"{2: 4, 3: 576, 24: 1067, 165: 29}","{24: 1170, 41: 1, 42: 591, 165: 23}"
sub-via125,DRCMR,4298,[4298],[3141.23225451],3141.2322545123366,False,True,True,True,1152.8744084954888,1152.8744084954824,3460,[3460],[2607.69388093],2607.693880934634,False,True,True,True,951.4412430393054,951.4412430393045,"{3: 738, 24: 903, 165: 63, 258: 6}","{24: 990, 42: 368, 165: 38, 258: 5}"
sub-via131,DRCMR,4734,[4734],[3557.90262505],3557.9026250523407,False,True,True,True,1278.542280037148,1278.5422800371543,4244,[4244],[3298.97573595],3298.975735949092,False,True,True,True,1201.5424798227943,1201.5424798227928,"{3: 341, 24: 1454, 165: 55, 258: 4}","{24: 1433, 42: 260, 165: 57}"
sub-via124,DRCMR,4298,[4298],[3268.92527288],3268.9252728770293,False,True,True,True,1173.1734784067912,1173.1734784067912,4400,[4400],[3338.34232188],3338.342321882669,False,True,True,True,1217.9500594326955,1217.9500594326946,"{3: 562, 24: 1133, 165: 31}","{24: 1371, 42: 389, 165: 17}"
sub-via350,DRCMR,5898,[5898],[4389.89613586],4389.896135858322,False,True,True,True,1558.5802618663083,1558.5802618663092,4486,[4486],[3364.49901929],3364.4990192902,False,True,True,True,1229.9615449969397,1229.9615449969374,"{3: 834, 24: 1400, 165: 63, 258: 20}","{24: 1215, 42: 530, 165: 60}"
sub-via186,DRCMR,4312,[4312],[3247.63185483],3247.6318548252807,False,True,True,True,1155.3946016732625,1155.3946016732725,3968,[3968],[3031.18638018],3031.186380175851,False,True,True,True,1099.5819257710918,1099.5819257710955,"{3: 540, 24: 1153, 165: 3}","{24: 1098, 42: 519}"
sub-via162,DRCMR,4574,[4574],[3498.52738986],3498.527389864632,False,True,True,True,1258.6321181873773,1258.632118187379,4524,[4524],[3326.51691511],3326.516915109705,False,True,True,True,1217.5532413490737,1217.5532413490737,"{3: 422, 24: 1408, 165: 5}","{24: 1601, 42: 183, 165: 4}"
sub-via175,DRCMR,5318,[5318],[3977.98128304],3977.981283038803,False,True,True,True,1414.0517805253394,1414.0517805253444,4682,[4682],[3603.42926963],3603.429269627272,False,True,True,True,1310.1219731594174,1310.121973159421,"{3: 575, 24: 1431, 165: 103, 258: 3}","{24: 1532, 42: 282, 165: 111}"
sub-via191,DRCMR,1976,[1976],[1393.42049226],1393.4204922562444,False,True,True,True,516.4778992791175,516.4778992791179,2548,[2548],[1834.33222107],1834.3322210706378,False,True,True,True,687.9568347601648,687.9568347601639,"{2: 10, 3: 1155, 24: 555, 165: 24, 258: 19}","{24: 630, 41: 18, 42: 882, 165: 67, 258: 9}"
sub-via005,DRCMR,4660,[4660],[3415.11303034],3415.113030344157,False,True,True,True,1234.4407824199507,1234.4407824199461,4992,[4992],[3768.80632178],3768.80632177601,False,True,True,True,1327.3838346127923,1327.3838346127955,"{2: 1, 3: 601, 24: 1125, 165: 93}","{24: 1277, 42: 643, 165: 119, 258: 5}"
sub-via065,DRCMR,3964,[3964],[2889.01092908],2889.010929081965,False,True,True,True,1071.2405858144639,1071.240585814463,4262,[4262],[3200.33385197],3200.33385196705,False,True,True,True,1164.0127715066692,1164.01277150667,"{2: 1, 3: 655, 24: 892, 165: 24, 258: 13}","{24: 1090, 42: 522, 165: 76}"
sub-via061,DRCMR,5214,[5214],[3744.28936987],3744.289369873697,True,False,True,True,-1.0,-1.0,2200,[2200],[1579.41110699],1579.4111069898534,False,True,True,True,583.6187851247118,583.6187851247116,"{3: 607, 24: 1361, 165: 360, 258: 104}","{24: 903, 41: 1, 42: 564, 165: 154, 258: 21}"
sub-via003,DRCMR,4660,[4660],[3519.45497256],3519.454972558042,False,True,True,True,1273.673340355237,1273.6733403552507,4876,[4876],[3645.68411438],3645.684114380509,False,True,True,True,1312.0881637499824,1312.0881637499801,"{2: 1, 3: 598, 24: 1276}","{24: 1143, 42: 786, 165: 1}"
sub-via092,DRCMR,4710,[4710],[3592.00367076],3592.003670762739,False,True,True,True,1316.6519844339682,1316.651984433971,4798,[4798],[3620.24401702],3620.244017020706,False,True,True,True,1354.8054923165491,1354.805492316553,"{3: 836, 24: 1070, 165: 10}","{24: 1325, 42: 566, 165: 89, 258: 22}"
sub-via123,DRCMR,4092,[4092],[2975.37824536],2975.3782453620706,False,True,True,True,1100.8432608362255,1100.8432608362236,4054,[4054],[3000.03644907],3000.0364490720617,False,True,True,True,1091.9680966738688,1091.9680966738688,"{3: 651, 24: 951, 165: 23}","{24: 850, 42: 713, 165: 46, 258: 2}"
sub-via102,DRCMR,3808,[3808],[2875.99053016],2875.9905301551917,False,True,True,True,1044.7776861775028,1044.7776861774983,4244,[4244],[3193.79503749],3193.7950374939987,False,True,True,True,1142.0596740814563,1142.0596740814663,"{3: 320, 24: 1140, 165: 90, 258: 10}","{24: 1274, 42: 332, 165: 72}"
sub-via149,DRCMR,4430,[4430],[3336.91072381],3336.9107238095494,False,True,True,True,1246.4492901546519,1246.449290154651,4398,[4398],[3352.24442782],3352.2444278170083,False,True,True,True,1235.6689848792685,1235.6689848792712,"{3: 485, 24: 1303, 165: 37, 258: 1}","{24: 1400, 42: 387, 165: 16}"
sub-via245,DRCMR,5018,[5018],[3661.47770087],3661.477700868329,False,True,True,True,1339.6161745260633,1339.6161745260624,4254,[4254],[3194.53684533],3194.5368453262367,False,True,True,True,1205.9546214474835,1205.954621447483,"{2: 2, 3: 780, 24: 1193, 165: 14}","{24: 880, 41: 7, 42: 855, 165: 19}"
sub-via168,DRCMR,4004,[4004],[3016.05132714],3016.0513271437003,False,True,True,True,1098.5546613794522,1098.5546613794531,4068,[4068],[3103.57613296],3103.57613295603,False,True,True,True,1117.8011760382947,1117.8011760382929,"{3: 515, 24: 1094, 165: 3}","{24: 1101, 42: 516, 165: 18}"
sub-via262,DRCMR,4716,[4716],[3537.02166842],3537.0216684199086,False,True,True,True,1263.6165553011024,1263.6165553011033,4600,[4600],[3410.99368461],3410.993684608136,False,True,True,True,1275.507283132556,1275.507283132557,"{0: 2, 3: 446, 24: 1296, 165: 120}","{0: 1, 24: 1210, 42: 549, 165: 109}"
sub-via234,DRCMR,4694,[4694],[3514.06044289],3514.0604428858396,False,True,True,True,1281.7880770932588,1281.7880770932588,4614,[4614],[3506.38467999],3506.384679986811,False,True,True,True,1260.6537931228631,1260.653793122865,"{3: 704, 24: 1113, 165: 69}","{24: 1249, 42: 512, 165: 82}"
sub-via193,DRCMR,4852,[4852],[3643.17142468],3643.171424681986,False,True,True,True,1326.29318487191,1326.2931848719118,4742,[4742],[3673.60886638],3673.6088663804353,False,True,True,True,1304.542952362378,1304.5429523623761,"{3: 563, 24: 1361, 165: 118, 258: 15}","{24: 1265, 42: 563, 165: 62, 258: 7}"
sub-via401,DRCMR,4018,[4018],[3072.95331784],3072.953317838497,False,True,True,True,1128.1628140884054,1128.1628140884013,3994,[3994],[2983.50189877],2983.501898769207,False,True,True,True,1103.4850673745536,1103.4850673745555,"{3: 298, 24: 1284, 165: 61}","{24: 1295, 42: 267, 165: 36}"
sub-via412,DRCMR,4962,[4962],[3695.74733192],3695.747331921497,False,True,True,True,1319.739632533453,1319.7396325334612,4660,[4660],[3548.64425647],3548.644256470153,False,True,True,True,1338.14807980573,1338.1480798057255,"{3: 529, 24: 1394, 165: 12}","{24: 1420, 42: 505, 77: 1, 165: 19}"
sub-via110,DRCMR,4562,[4562],[3384.92925748],3384.9292574770147,False,True,True,True,1211.9376196266567,1211.937619626664,4754,[4754],[3542.83018584],3542.8301858398536,False,True,True,True,1277.349523538417,1277.3495235384144,"{3: 520, 24: 1119, 165: 140, 258: 18}","{24: 1111, 42: 650, 165: 117, 258: 14}"
sub-via146,DRCMR,4816,[4816],[3532.96041423],3532.9604142300273,False,True,True,True,1314.4447016930253,1314.4447016930217,3962,[3962],[2956.43823877],2956.438238770769,False,True,True,True,1071.694660166674,1071.6946601666777,"{3: 409, 24: 1509, 165: 5}","{24: 1332, 42: 216, 165: 16}"
sub-via302,DRCMR,4156,[4156],[3174.29021018],3174.2902101832483,False,True,True,True,1167.3250760930246,1167.3250760930332,4510,[4510],[3392.8144109],3392.8144108960214,False,True,True,True,1236.4913385123837,1236.4913385123837,"{0: 5, 3: 416, 24: 1260, 165: 22}","{0: 7, 24: 1134, 42: 639, 77: 7, 165: 36}"
sub-via278,DRCMR,4574,[4574],[3471.43903616],3471.43903616319,False,True,True,True,1259.643222292134,1259.6432222921276,4094,[4094],[3050.69981263],3050.6998126322555,False,True,True,True,1091.6113507814234,1091.6113507814239,"{3: 601, 24: 1191, 165: 60}","{0: 1, 24: 1182, 42: 381, 165: 50, 258: 3}"
sub-via161,DRCMR,4504,[4504],[3386.16976921],3386.1697692121866,False,True,True,True,1258.7774122354672,1258.7774122354622,4278,[4278],[3197.00579615],3197.005796149496,False,True,True,True,1204.9663699999553,1204.9663699999564,"{3: 460, 24: 1363, 165: 20, 258: 1}","{24: 1357, 42: 398}"
sub-via288,DRCMR,4878,[4878],[3571.40429741],3571.404297405327,False,True,True,True,1304.830305571846,1304.8303055718397,4092,[4092],[3095.28658884],3095.286588837642,True,False,True,True,-1.0,-1.0,"{3: 742, 24: 1166, 165: 9}","{24: 952, 42: 670, 165: 6}"
sub-via230,DRCMR,5110,[5110],[3841.94947432],3841.949474316546,False,True,True,True,1399.8397791895732,1399.839779189575,4758,[4758],[3638.40367536],3638.4036753616933,False,True,True,True,1325.9040667546078,1325.9040667546078,"{3: 634, 24: 1239, 165: 167}","{0: 1, 24: 1243, 42: 611, 165: 93}"
sub-via377,DRCMR,5328,[5328],[3991.62881027],3991.628810267976,False,True,True,True,1448.8744429476865,1448.874442947682,4574,[4574],[3493.12439749],3493.1243974902536,False,True,True,True,1248.7035991467528,1248.7035991467483,"{3: 843, 24: 1268, 165: 19}","{24: 1102, 42: 650, 165: 52, 258: 17}"
sub-via509,DRCMR,5190,[5190],[3925.38805124],3925.388051239591,False,True,True,True,1430.656531783402,1430.6565317834065,4832,[4832],[3619.6532686],3619.653268601286,False,True,True,True,1339.7028576922621,1339.7028576922603,"{3: 798, 24: 1264, 165: 21, 258: 1}","{24: 1486, 41: 1, 42: 468, 165: 3}"
sub-via098,DRCMR,5190,[5190],[3910.6357335],3910.6357335016655,False,True,True,True,1386.1215916465608,1386.1215916465599,4932,[4932],[3702.0919007],3702.0919007040316,False,True,True,True,1357.0857052711444,1357.085705271147,"{2: 2, 3: 686, 24: 1340, 165: 3}","{24: 1320, 42: 604, 165: 63}"
sub-via133,DRCMR,4162,[4162],[3109.19848606],3109.1984860554276,False,True,True,True,1140.3472830870105,1140.3472830870141,4070,[4070],[2971.37676798],2971.376767975126,True,False,True,True,-1.0,-1.0,"{2: 1, 3: 600, 24: 1052, 165: 23}","{24: 960, 42: 608, 165: 29}"
sub-via130,DRCMR,4282,[4282],[3220.95859483],3220.9585948293425,False,True,True,True,1197.3831269592283,1197.3831269592283,4244,[4244],[3231.19511655],3231.195116553444,False,True,True,True,1171.573027779716,1171.573027779713,"{3: 399, 24: 1333, 165: 3}","{24: 1418, 42: 294, 165: 4, 258: 3}"
sub-via185,DRCMR,3984,[3984],[3010.97263191],3010.9726319102674,False,True,True,True,1066.0820694456706,1066.0820694456725,4216,[4216],[3170.87191139],3170.871911385761,False,True,True,True,1165.4478981039847,1165.4478981039938,"{3: 745, 24: 819, 165: 4}","{24: 1025, 42: 666, 165: 2}"
sub-via196,DRCMR,4484,[4484],[3301.40808737],3301.4080873712355,True,False,True,True,-1.0,-1.0,4358,[4358],[3293.36149442],3293.3614944199876,False,True,True,True,1201.9458499555167,1201.9458499555212,"{3: 435, 24: 1232, 165: 99, 258: 1}","{24: 1298, 42: 367, 165: 77}"
sub-via243,DRCMR,5216,[5216],[3890.06683609],3890.0668360926566,False,True,True,True,1442.0973997275323,1442.0973997275355,4548,[4548],[3466.92213064],3466.922130640655,False,True,True,True,1247.3935029862314,1247.3935029862305,"{0: 5, 3: 508, 24: 1443, 165: 159, 258: 1}","{0: 4, 24: 1284, 42: 380, 165: 167, 258: 1}"
sub-via368,DRCMR,4564,[4564],[3377.83777023],3377.8377702320313,False,True,True,True,1205.5879596713382,1205.5879596713385,3872,[3872],[2864.25466366],2864.254663664075,True,False,True,True,-1.0,-1.0,"{3: 366, 24: 1383, 165: 5}","{24: 1183, 42: 393}"
sub-via267,DRCMR,4660,[4660],[3541.42142774],3541.421427739639,False,True,True,True,1297.2648826040077,1297.2648826040022,4172,[4172],[3203.46929833],3203.469298327507,False,True,True,True,1163.2493228472404,1163.24932284724,"{0: 5, 3: 603, 24: 1095, 165: 175}","{0: 12, 24: 1190, 42: 343, 165: 194}"
sub-via176,DRCMR,4178,[4178],[3087.88829657],3087.888296574821,False,True,True,True,1101.7862469267366,1101.7862469267384,4402,[4402],[3311.07601683],3311.07601682755,False,True,True,True,1234.6687446033702,1234.668744603372,"{0: 4, 3: 555, 24: 871, 165: 242, 258: 21}","{24: 898, 42: 664, 165: 236}"
sub-via139,DRCMR,3328,[3328],[2505.79659544],2505.796595443431,False,True,True,True,872.2188685142755,872.2188685142764,4262,[4262],[3156.63071693],3156.6307169292486,False,True,True,True,1161.3667103297753,1161.366710329777,"{3: 449, 24: 850}","{24: 1167, 42: 519, 165: 11}"
sub-via285,DRCMR,4334,[4334],[3323.13805779],3323.1380577863524,False,True,True,True,1197.840167274915,1197.8401672749187,4112,[4112],[3120.5188747],3120.5188747017037,False,True,True,True,1169.8307951328584,1169.830795132856,"{3: 410, 24: 1295, 165: 103}","{24: 1084, 41: 1, 42: 579, 165: 61}"
sub-via172,DRCMR,6164,[6164],[4652.51695765],4652.516957646883,False,True,True,True,1693.2956738027315,1693.2956738027406,6034,[6034],[4504.45817716],4504.458177164568,False,True,True,True,1634.0722902423652,1634.072290242364,"{2: 3, 3: 969, 24: 1448, 165: 35}","{24: 1355, 42: 998, 165: 38, 258: 17}"
sub-via150,DRCMR,4534,[4534],[3456.99252955],3456.992529548589,False,True,True,True,1258.4035679951603,1258.4035679951457,4618,[4618],[3435.21973905],3435.2197390467645,False,True,True,True,1269.4334768587805,1269.4334768587796,"{3: 610, 24: 1227, 165: 5}","{24: 1238, 41: 2, 42: 584, 77: 1, 165: 16}"
sub-via316,DRCMR,3928,[3928],[2945.06972946],2945.069729461838,False,True,True,True,1061.574514654094,1061.5745146540921,4238,[4238],[3210.07734457],3210.0773445660748,False,True,True,True,1155.0950267994424,1155.095026799443,"{3: 659, 24: 1015, 165: 2}","{24: 1016, 42: 677, 165: 3}"
sub-via187,DRCMR,4050,[4050],[3090.40659747],3090.4065974662503,False,True,True,True,1120.7651251478655,1120.765125147871,4608,[4608],[3501.51027906],3501.5102790555893,False,True,True,True,1297.2758564101778,1297.2758564101823,"{3: 421, 24: 1217}","{24: 1604, 42: 301, 165: 3}"
sub-via217,DRCMR,4940,[4940],[3678.41463601],3678.4146360144036,False,True,True,True,1340.6407447848314,1340.6407447848312,4902,[4902],[3754.00402101],3754.004021013001,False,True,True,True,1347.9826641143723,1347.9826641143723,"{3: 711, 24: 1111, 165: 144, 258: 3}","{24: 1328, 42: 582, 165: 51}"
sub-via046,DRCMR,4328,[4328],[3280.85938183],3280.8593818261043,False,True,True,True,1209.7068089259274,1209.7068089259292,4274,[4274],[3205.59818941],3205.598189407581,False,True,True,True,1183.855791783093,1183.855791783094,"{2: 1, 3: 381, 24: 1350, 165: 33}","{24: 1474, 41: 1, 42: 387, 165: 11}"
sub-via090,DRCMR,4512,[4512],[3361.74390237],3361.743902368228,False,True,True,True,1243.226875130957,1243.2268751309566,3886,[3886],[2930.65528963],2930.655289629965,False,True,True,True,1085.016245136288,1085.0162451362899,"{3: 631, 24: 1108, 165: 72, 258: 10}","{24: 1175, 42: 331, 165: 88}"
sub-via023,DRCMR,3518,[3518],[2669.89868952],2669.8986895188546,False,True,True,True,970.0790502157852,970.0790502157861,4456,[4456],[3383.10836693],3383.108366932007,False,True,True,True,1227.292287138735,1227.2922871387354,"{3: 471, 24: 933, 165: 39}","{3: 1, 24: 1260, 42: 476, 165: 54}"
sub-via069,DRCMR,5072,[5072],[3702.54187772],3702.5418777227355,False,True,True,True,1374.5701509786009,1374.570150978599,4734,[4734],[3578.98614792],3578.98614791928,False,True,True,True,1291.0156133108983,1291.0156133108958,"{3: 463, 24: 1556}","{24: 1396, 42: 479, 165: 6}"
sub-via101,DRCMR,5144,[5144],[3814.83668803],3814.8366880268495,False,True,True,True,1427.9301451969932,1427.930145197005,5296,[5296],[3947.03465576],3947.0346557553703,False,True,True,True,1445.518699647621,1445.5186996476255,"{3: 336, 24: 1684, 165: 38}","{24: 1624, 42: 435, 165: 48}"
