caseid,centre,bvisaL_cluster_connected_triangles,bvisaL_triangl_per_clust,bvisaL_srf_are_per_clust,bvisaL_total_srf_area,bvisaL_is_self_intersecting,bvisaL_is_watertight,bvisaL_is_edge_manifold,bvisaL_is_vertex_manifold,bvisaL_total_volume,bvisaL_holes_filled_volume,bvisaR_cluster_connected_triangles,bvisaR_triangl_per_clust,bvisaR_srf_are_per_clust,bvisaR_total_srf_area,bvisaR_is_self_intersecting,bvisaR_is_watertight,bvisaR_is_edge_manifold,bvisaR_is_vertex_manifold,bvisaR_total_volume,bvisaR_holes_filled_volume
sub-via130,DRCMR,4282,[4282],[3220.95859483],3220.9585948293425,False,True,True,True,1197.3831269592292,1197.383126959232,4244,[4244],[3231.19511655],3231.195116553444,False,True,True,True,1171.5730277797138,1171.5730277797143
sub-via185,DRCMR,3984,[3984],[3010.97263191],3010.9726319102674,False,True,True,True,1066.0820694456697,1066.0820694456688,4216,[4216],[3170.87191139],3170.871911385761,False,True,True,True,1165.4478981039977,1165.4478981039933
sub-via196,DRCMR,4484,[4484],[3301.40808737],3301.4080873712355,True,False,True,True,-1.0,-1.0,4358,[4358],[3293.36149442],3293.3614944199876,False,True,True,True,1201.9458499555176,1201.9458499555194
sub-via243,DRCMR,5216,[5216],[3890.06683609],3890.0668360926566,False,True,True,True,1442.0973997275332,1442.097399727535,4548,[4548],[3466.92213064],3466.922130640655,False,True,True,True,1247.3935029862323,1247.3935029862323
sub-via368,DRCMR,4564,[4564],[3377.83777023],3377.8377702320313,False,True,True,True,1205.5879596713376,1205.587959671334,3872,[3872],[2864.25466366],2864.254663664075,True,False,True,True,-1.0,-1.0
sub-via267,DRCMR,4660,[4660],[3541.42142774],3541.421427739639,False,True,True,True,1297.2648826040058,1297.264882604005,4172,[4172],[3203.46929833],3203.469298327507,False,True,True,True,1163.2493228472385,1163.2493228472401
sub-via176,DRCMR,4178,[4178],[3087.88829657],3087.888296574821,False,True,True,True,1101.786246926731,1101.786246926732,4402,[4402],[3311.07601683],3311.07601682755,False,True,True,True,1234.6687446033695,1234.6687446033718
sub-via139,DRCMR,3328,[3328],[2505.79659544],2505.796595443431,False,True,True,True,872.2188685142837,872.2188685142728,4262,[4262],[3156.63071693],3156.6307169292486,False,True,True,True,1161.3667103297719,1161.366710329776
sub-via285,DRCMR,4334,[4334],[3323.13805779],3323.1380577863524,False,True,True,True,1197.8401672749196,1197.840167274915,4112,[4112],[3120.5188747],3120.5188747017037,False,True,True,True,1169.830795132856,1169.8307951328588
sub-via172,DRCMR,6164,[6164],[4652.51695765],4652.516957646883,False,True,True,True,1693.2956738027342,1693.2956738027433,6034,[6034],[4504.45817716],4504.458177164568,False,True,True,True,1634.0722902423586,1634.0722902423609
sub-via150,DRCMR,4534,[4534],[3456.99252955],3456.992529548589,False,True,True,True,1258.4035679951512,1258.4035679951512,4618,[4618],[3435.21973905],3435.2197390467645,False,True,True,True,1269.4334768587805,1269.4334768587796
sub-via316,DRCMR,3928,[3928],[2945.06972946],2945.069729461838,False,True,True,True,1061.5745146540985,1061.5745146540976,4238,[4238],[3210.07734457],3210.0773445660748,False,True,True,True,1155.0950267994422,1155.0950267994422
sub-via187,DRCMR,4050,[4050],[3090.40659747],3090.4065974662503,False,True,True,True,1120.765125147871,1120.76512514787,4608,[4608],[3501.51027906],3501.5102790555893,False,True,True,True,1297.2758564101778,1297.2758564101835
sub-via217,DRCMR,4940,[4940],[3678.41463601],3678.4146360144036,False,True,True,True,1340.6407447848333,1340.6407447848323,4902,[4902],[3754.00402101],3754.004021013001,False,True,True,True,1347.9826641143675,1347.9826641143727
sub-via046,DRCMR,4328,[4328],[3280.85938183],3280.8593818261043,False,True,True,True,1209.70680892593,1209.7068089259294,4274,[4274],[3205.59818941],3205.598189407581,False,True,True,True,1183.855791783094,1183.8557917830958
sub-via090,DRCMR,4512,[4512],[3361.74390237],3361.743902368228,False,True,True,True,1243.2268751309584,1243.2268751309557,3886,[3886],[2930.65528963],2930.655289629965,False,True,True,True,1085.016245136294,1085.0162451362921
sub-via023,DRCMR,3518,[3518],[2669.89868952],2669.8986895188546,False,True,True,True,970.0790502157852,970.0790502157888,4456,[4456],[3383.10836693],3383.108366932007,False,True,True,True,1227.2922871387364,1227.2922871387339
sub-via069,DRCMR,5072,[5072],[3702.54187772],3702.5418777227355,False,True,True,True,1374.5701509786122,1374.5701509786086,4734,[4734],[3578.98614792],3578.98614791928,False,True,True,True,1291.0156133109003,1291.015613310899
sub-via101,DRCMR,5144,[5144],[3814.83668803],3814.8366880268495,False,True,True,True,1427.9301451970014,1427.930145197001,5296,[5296],[3947.03465576],3947.0346557553703,False,True,True,True,1445.518699647615,1445.5186996476177
sub-via028,DRCMR,5154,[5154],[3719.35235113],3719.352351129172,False,True,True,True,1375.9212628911118,1375.9212628911082,4704,[4704],[3519.60647854],3519.606478542757,False,True,True,True,1268.3118148347899,1268.3118148347917
sub-via072,DRCMR,4786,[4786],[3532.24847089],3532.2484708913607,True,False,True,True,-1.0,-1.0,4598,[4598],[3502.04207697],3502.042076969727,False,True,True,True,1290.5466964510374,1290.5466964510379
sub-via127,DRCMR,3784,[3784],[2749.47148399],2749.471483989299,False,True,True,True,982.6670468408956,982.6670468408938,3148,[3148],[2327.46778254],2327.4677825386934,False,True,True,True,845.6343003585407,845.6343003585389
sub-via135,DRCMR,2972,[2972],[1988.37625174],1988.3762517375596,False,True,True,True,808.434331093044,808.4343310930446,2188,[2188],[1485.27226904],1485.2722690396472,False,True,True,True,529.2031927028023,529.2031927028017
sub-via281,DRCMR,4362,[4362],[3314.93085257],3314.9308525664983,False,True,True,True,1200.8421696944242,1200.8421696944251,4788,[4788],[3634.7788544],3634.778854398051,False,True,True,True,1329.362857873614,1329.3628578736088
sub-via308,DRCMR,4998,[4998],[3704.83363435],3704.833634349899,False,True,True,True,1314.3825423220915,1314.3825423220915,4540,[4540],[3274.2249198],3274.2249197966835,False,True,True,True,1202.8546192451358,1202.8546192451367
sub-via277,DRCMR,4382,[4382],[3382.89084852],3382.8908485237694,False,True,True,True,1199.8526147027096,1199.8526147026996,4596,[4596],[3574.2276793],3574.2276792997854,False,True,True,True,1299.1682744298278,1299.1682744298314
sub-via265,DRCMR,4512,[4512],[3359.40441576],3359.4044157590306,False,True,True,True,1221.6672008797022,1221.6672008797077,4468,[4468],[3312.87884668],3312.8788466803967,False,True,True,True,1192.018048066374,1192.018048066368
sub-via183,DRCMR,4044,[4044],[3043.95078106],3043.9507810570026,False,True,True,True,1096.849210937864,1096.8492109378553,4348,[4348],[3202.62845435],3202.628454348307,False,True,True,True,1172.2335935604715,1172.2335935604733
sub-via215,DRCMR,4406,[4406],[3265.37748469],3265.3774846920073,False,True,True,True,1208.0397266032787,1208.0397266032796,4504,[4504],[3444.17392724],3444.1739272381337,False,True,True,True,1268.8098301643904,1268.8098301643868
sub-via418,DRCMR,5062,[5062],[3709.72024293],3709.720242930381,False,True,True,True,1363.0927007744767,1363.0927007744813,5068,[5068],[3754.25616728],3754.256167284805,False,True,True,True,1355.0244227402832,1355.0244227402854
sub-via404,DRCMR,4224,[4224],[3254.67333245],3254.6733324477123,False,True,True,True,1161.5310860588388,1161.531086058838,4208,[4208],[3133.63439798],3133.6343979809403,False,True,True,True,1130.2920446351468,1130.2920446351468
sub-via369,DRCMR,4254,[4254],[3169.68975562],3169.689755615449,False,True,True,True,1157.4643983829965,1157.4643983829937,4130,[4130],[3034.11633846],3034.1163384574475,False,True,True,True,1151.2694636789583,1151.2694636789574
sub-via518,DRCMR,4810,[4810],[3545.20991528],3545.209915276761,False,True,True,True,1306.8262428780045,1306.8262428780026,4600,[4600],[3406.6352695],3406.635269495494,False,True,True,True,1259.7149800604225,1259.7149800604238
sub-via043,DRCMR,5074,[5074],[3773.0773209],3773.077320900495,False,True,True,True,1387.0675782852213,1387.0675782852159,3470,[3470],[2717.10496719],2717.1049671904684,False,True,True,True,968.7517886932915,968.7517886932878
sub-via087,DRCMR,4218,[4218],[3162.93102136],3162.9310213584363,False,True,True,True,1163.5501505973984,1163.550150597403,4060,[4060],[3078.44378322],3078.4437832201675,False,True,True,True,1135.1696773260273,1135.169677326027
sub-via365,DRCMR,4298,[4298],[3100.82947781],3100.829477813216,False,True,True,True,1120.8149009399585,1120.8149009399658,2822,[2822],[2107.95687679],2107.9568767897226,False,True,True,True,782.9251369298731,782.9251369298727
sub-via495,DRCMR,5062,[5062],[3760.8909158],3760.8909158029815,False,True,True,True,1412.0475139732043,1412.0475139731889,5058,[5058],[3734.21848199],3734.2184819949066,True,False,True,True,-1.0,-1.0
sub-via038,DRCMR,5326,[5326],[3942.76556966],3942.765569658281,False,True,True,True,1441.1436248208602,1441.1436248208674,5038,[5038],[3796.96347495],3796.963474954579,False,True,True,True,1413.1721915217327,1413.17219152174
sub-via082,DRCMR,4012,[4012],[2947.78154007],2947.7815400654813,False,True,True,True,1058.2968399263063,1058.2968399263045,3502,[3502],[2617.27221126],2617.2722112606834,False,True,True,True,945.7821633908628,945.7821633908601
sub-via108,DRCMR,4132,[4132],[3131.31951024],3131.319510241319,False,True,True,True,1140.0452745521625,1140.0452745521643,4248,[4248],[3155.3946132],3155.3946131986986,False,True,True,True,1134.0124134963844,1134.012413496383
sub-via142,DRCMR,5026,[5026],[3787.2713816],3787.2713815988254,False,True,True,True,1377.6608312086864,1377.6608312086864,4924,[4924],[3761.40284286],3761.4028428626348,False,True,True,True,1384.6744104579975,1384.6744104580011
sub-via169,DRCMR,4956,[4956],[3764.50931116],3764.509311160847,False,True,True,True,1337.1932335300698,1337.1932335300808,4758,[4758],[3512.71750184],3512.71750183822,False,True,True,True,1254.6285318634027,1254.628531863404
sub-via179,DRCMR,4678,[4678],[3476.05430763],3476.0543076317535,False,True,True,True,1259.9000438152443,1259.9000438152398,4536,[4536],[3432.50760381],3432.507603810534,False,True,True,True,1269.9788145945352,1269.9788145945313
sub-via261,DRCMR,4506,[4506],[3420.3853686],3420.385368595746,False,True,True,True,1227.3352280865502,1227.335228086547,4180,[4180],[3172.25525494],3172.255254944763,True,False,True,True,-1.0,-1.0
sub-via334,DRCMR,4600,[4600],[3457.7695876],3457.769587600671,True,False,True,True,-1.0,-1.0,4480,[4480],[3414.12638337],3414.126383372117,False,True,True,True,1252.7811410256718,1252.7811410256745
sub-via312,DRCMR,4848,[4848],[3613.71712263],3613.7171226284922,False,True,True,True,1318.895087366589,1318.895087366589,5342,[5342],[3957.33708118],3957.337081183106,False,True,True,True,1444.8522196623717,1444.8522196623694
sub-via218,DRCMR,4450,[4450],[3294.16792103],3294.167921025513,False,True,True,True,1189.5675460630528,1189.5675460630528,4876,[4876],[3616.67093589],3616.6709358926014,False,True,True,True,1291.8982602839742,1291.8982602839687
sub-via374,DRCMR,4760,[4760],[3598.23623676],3598.2362367592327,False,True,True,True,1348.7381084300905,1348.738108430086,4300,[4300],[3196.46946704],3196.469467035703,False,True,True,True,1144.0476201851761,1144.0476201851752
sub-via426,DRCMR,4272,[4272],[3235.07837558],3235.078375583203,False,True,True,True,1190.2535185885135,1190.2535185885108,3514,[3514],[2587.89379411],2587.8937941131744,False,True,True,True,944.967959002564,944.967959002558
sub-via492,DRCMR,4116,[4116],[3034.48934495],3034.489344951055,False,True,True,True,1079.88160228604,1079.8816022860346,3874,[3874],[2920.93485241],2920.934852414451,False,True,True,True,1037.5041663506627,1037.5041663506654
sub-via122,DRCMR,4766,[4766],[3572.54814426],3572.5481442620026,False,True,True,True,1313.1540949056443,1313.1540949056507,3964,[3964],[3016.91050857],3016.9105085683623,False,True,True,True,1082.9413830949438,1082.9413830949466
sub-via121,DRCMR,4240,[4240],[3291.42756871],3291.427568710297,False,True,True,True,1205.7231461439387,1205.7231461439405,4524,[4524],[3398.27745185],3398.2774518517904,False,True,True,True,1279.9415156374544,1279.941515637444
sub-via141,DRCMR,4782,[4782],[3574.70504135],3574.705041346091,False,True,True,True,1310.3934887241721,1310.3934887241708,4708,[4708],[3590.30649574],3590.306495735587,False,True,True,True,1290.4934765894495,1290.4934765894495
sub-via347,DRCMR,4912,[4912],[3619.60017231],3619.600172308558,True,False,True,True,-1.0,-1.0,3968,[3968],[3028.52092111],3028.5209211124716,False,True,True,True,1100.8029973835528,1100.8029973835526
sub-via165,DRCMR,4622,[4622],[3406.77186471],3406.771864707761,False,True,True,True,1226.3289176613016,1226.3289176613034,4490,[4490],[3325.27074018],3325.270740181336,False,True,True,True,1230.2831733781995,1230.283173378206
sub-via246,DRCMR,4422,[4422],[3290.54556211],3290.5455621137367,False,True,True,True,1203.807465018267,1203.8074650182652,4874,[4874],[3656.32825846],3656.32825846493,False,True,True,True,1368.5822984278116,1368.5822984278147
sub-via197,DRCMR,4208,[4208],[3138.23491091],3138.2349109125016,False,True,True,True,1149.1870762066692,1149.1870762066637,4620,[4620],[3410.95005391],3410.950053914036,False,True,True,True,1258.4599631870158,1258.459963187015
sub-via212,DRCMR,5024,[5024],[3796.35492962],3796.3549296214214,False,True,True,True,1379.9062002521223,1379.9062002521214,5148,[5148],[3884.90679443],3884.9067944323924,False,True,True,True,1455.7826486919048,1455.7826486919048
sub-via354,DRCMR,4772,[4772],[3540.98935299],3540.9893529853402,False,True,True,True,1274.372006516197,1274.372006516197,4090,[4090],[3111.60549126],3111.605491261679,False,True,True,True,1133.0324449041009,1133.0324449041027
sub-via033,DRCMR,4506,[4506],[3401.65214321],3401.652143206761,False,True,True,True,1224.5021018016196,1224.5021018016187,4402,[4402],[3353.84992783],3353.849927832775,False,True,True,True,1226.0658535319485,1226.065853531949
sub-via521,DRCMR,4882,[4882],[3732.4931078],3732.493107797018,False,True,True,True,1337.8941574970995,1337.8941574970977,5394,[5394],[3918.19271141],3918.192711412866,False,True,True,True,1429.903033186063,1429.903033186064
sub-via240,DRCMR,4582,[4582],[3387.59716968],3387.5971696842585,False,True,True,True,1222.248393713975,1222.2483937139714,3816,[3816],[2827.28098521],2827.280985210013,False,True,True,True,1001.3648788889113,1001.3648788889122
sub-via190,DRCMR,5110,[5110],[3785.26387626],3785.2638762620504,False,True,True,True,1356.1241362491653,1356.1241362491664,4768,[4768],[3562.95866749],3562.9586674895186,False,True,True,True,1300.312742962844,1300.312742962844
sub-via030,DRCMR,4918,[4918],[3677.21112714],3677.211127138631,False,True,True,True,1335.10440976243,1335.1044097624253,4228,[4228],[3191.66969318],3191.6696931799065,False,True,True,True,1184.2741409739838,1184.274140973982
sub-via026,DRCMR,4064,[4064],[3123.58919156],3123.5891915560987,False,True,True,True,1121.0717426577726,1121.0717426577717,4632,[4632],[3456.44277195],3456.442771950608,False,True,True,True,1267.8052686181409,1267.8052686181409
